click,weekday,hour,bidid,logtype,userid,useragent,IP,region,city,adexchange,domain,url,urlid,slotid,slotwidth,slotheight,slotvisibility,slotformat,slotprice,creative,bidprice,payprice,keypage,advertiser,usertag
0,5,7,3e4ad8c953dbdd54891dfa5c71efa1a3,1,u_D758KX727ep,windows_chrome,58.38.227.*,79,79,2,aedc85a495b5fc0aaa4f5ac9254b7372,a3373b325109013492e39daed67c128c,null,3175797632,120,600,OtherView,Na,180,12611,277,180,null,2261,"10075,10083,10006,10110,10063,10116"
1,3,17,35e17c93f97957d7915d04b5e759d59a,1,u_D94IMC6xzsa,windows_ie,202.108.201.*,1,1,3,740200eac37181bf76dc01564d6f37a2,b5ed93fb32e99b0f947371ba42fcfcb9,null,stock_2nd_Width1,960,90,Na,Na,70,12630,294,70,null,2261,"10048,11278,10067,16661,11379,14273,11576,10083,13042,13776,10111,11512,13403,10133,10063,10116,11092,10057,13800,10059,10684,10079,10076,10077,10075,10093,10102,13866,10006,10024,10149,10031,16706,10126,10052"
1,2,10,9ef2f2dbbb63bba7cb1bd1dc7b222405,1,u_VhkyO5S6OQqdJZL,windows_ie,110.179.213.*,15,16,3,3FF-e59aG5syJqKbuKz,89242b6780b20c2d0559b478eb2ce9a2,null,tips_F_Rectangle1,300,250,0,0,70,a499988a822facd86dd0e8e4ffef8532,300,70,bebefa5efe83beee17a3d245e7c5085b,1458,"11278,10111"
0,0,18,9b2376aaf95da5bd2472f587303affb2,1,u_DALIc07Ztkl,windows_ie,59.175.168.*,183,184,1,13625cb070ffb306b425cd803c4b7ab4,3ce2e88d3de5335a5ba278d226a73f85,null,mm_40967948_3502251_11460904,300,250,Na,Na,0,10722,294,137,null,2821,null
0,6,16,83fa624d2dc4ffe71c8bda9e386b4797,1,u_DAQII2Crbll,windows_ie,222.219.43.*,308,322,2,c7c579c8fdfc5a23b365a60a1975eeb2,2a758ab3abeb80b5dea2c75d753e9057,null,575147099,728,90,OtherView,Na,5,12627,277,28,null,2261,10006
0,3,10,4c1c084e680cc67f7158661d0cea2133,1,u_Z0TdOwu7O4MvjGR,windows_ie,113.204.166.*,275,275,1,eS8-Ze1oMNj7gspy,be0019cbdb0069f5df2df9529b68598d,null,mm_11596315_1356062_3304585,300,250,1,1,0,e1af08818a6cd6bbba118bb54a651961,238,169,a5d0bde104fea52ea466c77b37948424,3476,"10006,13042,13800,10074,10057,10031,10075,13866,10076,13776,10024,10063,10110"
0,5,9,17ff1e1402272e4407157530f7e43e91,1,u_Vh5zC5NiDq1TFVj,windows_chrome,110.202.212.*,183,186,3,3FF-e59aG5syJqKbuKz,c8700f23256ce94b413c62f78e401514,null,ALLINONE_F_Width2,1000,90,0,0,50,86c2543527c86a893d4d4f68810a0416,300,50,43f4a37f42a7c5e6219e2601b26c6976,3386,"10006,13403"
1,0,16,eb18faa6812cc00504799c23ee126084,1,u_Vh2rORFyDNmUjgc,windows_ie,112.225.96.*,146,148,2,5F1RQS9aMvdcjdB4JKTI,8622ab572c4b6ed3556347444b7778c,null,2644549441,728,90,0,0,5,4b724cd63dfb905ebcd54e64572c646d,238,138,b2e35064f3549d447edbbdfb1f707c8c,3427,13776
0,2,0,8f3ea0b6a35629cb3b25bd97e6d237ea,1,u_VhkyZA2x3UkIQdk,android_safari,1.188.247.*,65,75,1,trqRTuL9dN1r,1f655df3e641b6ed067e1666335347fc,null,mm_10052906_2483552_9508059,300,250,1,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,177,361e128affece850342293213691a043,3386,"10063,13678,10110"
0,5,10,1f625c8cd11d66bfa33fb60860751c12,1,u_Vh5zO5pZL2mOgG8,windows_ie,123.119.219.*,1,1,3,31xSTvprdN1RFt,54108c7d1ac479a3c9f5fe5d35e797b5,null,ALLINONE_F_Width2,1000,90,0,0,50,832b91d59d0cb5731431653204a76c0e,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,null
