click,weekday,hour,bidid,logtype,userid,useragent,IP,region,city,adexchange,domain,url,urlid,slotid,slotwidth,slotheight,slotvisibility,slotformat,slotprice,creative,bidprice,payprice,keypage,advertiser,usertag
1,0,13,3562eccb8fced7db0801cbccbbbdce58,1,u_VhkRP6MpL6j8efL,mac_other,120.195.78.*,80,86,1,trqRTJz7P9T4wTKbuKz,2f9fb2d4ffcade26bc35f10b7d59e6de,null,mm_31490035_2989693_10122943,336,280,2,1,0,77819d3e0b3467fe5c7b16d68ad923a1,300,57,bebefa5efe83beee17a3d245e7c5085b,1458,null
1,0,21,6118bfb7de57ca69c33defc1a2f5c6d4,1,u_DA7AIs9Tz0Q,windows_ie,27.23.67.*,183,191,2,27904df9c462ab53cd4d5b6ed49a5344,2fd25bffbef463f4fd501d58268ad86,null,2122073601,728,90,OtherView,Na,5,10719,277,11,null,2821,"10057,10111,10063"
0,2,15,f6bb9e708774078d803b555a4e5a0899,1,u_D7D8UiBfDhi,windows_ie,123.10.207.*,164,181,4,32ea757af1fb3a299baf03a053c136a5,3816d1b431b8afa34e0c3f58ba755847,null,9223372032561052460,300,250,SecondView,Na,0,10722,294,60,null,2821,"10057,10059,14273,10117,10075,10006,10024,10110,13776,13403,10063,10125"
0,5,6,e86c8c0a71c409775fd104f7333bf4c9,1,u_DAJ6Q03sxb8,windows_ie,120.197.152.*,216,233,2,f95d82425c737895235eefe6efcb5533,f41c9aed8d7ff75afa0e7f094e2e6815,null,2944039560,160,600,OtherView,Na,5,7317,277,127,null,2259,null
0,3,22,4f49ab3029727d2a4f3584f523a0e201,1,u_Z0KZPe51OcKN3VL,windows_ie,125.34.233.*,1,1,3,31xSTvprdN1RFt,9c05ba6538e686fc65af37f36d8f91ed,null,ALLINONE_F_Width2,1000,90,0,0,50,a10c31a8ff5f42930b4c34035e523886,241,55,d29e59bf0f7f8243858b8183f14d4412,3358,"13403,10006,10063"
0,4,11,38fe8bbb0ab183c7447e14395206e92c,1,u_Vh5_C3SZLZb9w-a,windows_chrome,121.28.7.*,3,4,3,31xSTvprdN1RFt,be7e0f664c7a36e142cabef58f10ad7a,null,ALLINONE_F_Width2,1000,90,0,0,50,c46090c887c257b61ab1fa11baee91d8,241,55,0f951a030abdaedd733ee8d114ce2944,3427,"10684,11092,10063,10059"
0,0,15,845b64d58ff71b19aa7a78623497c9fd,1,u_VhCEPRdZ3qqPJQC,windows_ie,183.186.110.*,15,26,3,kK1gq61NdoTy1m58uG,a7651875af3f0604319fe260d2535c89,null,Lady_F_Rectangle,300,250,0,0,50,00fccc64a1ee2809348509b7ac2a97a5,241,55,b2e35064f3549d447edbbdfb1f707c8c,3427,10006
0,5,2,8fadb784c62aa369a9cfe179211e88f0,1,u_Vh5zZuxT3HMVGBC,windows_ie,218.14.58.*,216,234,3,ersbQv1RdoTy1m58uG,5d55c2e77bb8219ba389088c8fff377c,null,ALLINONE_F_Width1,1000,90,0,0,70,86c2543527c86a893d4d4f68810a0416,300,70,43f4a37f42a7c5e6219e2601b26c6976,3386,"10083,10006,10110"
0,2,0,1a7d7e8ec9aa1b3fd55d69599d375a01,1,u_VhLELydu3tahFMz,windows_ie,183.204.15.*,164,165,1,trqRTvpoQqs_jdd45SqfNX,d66c997bc502727efd125ae8b5a2f1a9,null,mm_33393821_3412738_11046492,300,250,2,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,154,361e128affece850342293213691a043,3386,"10024,10006,13800,10063,10110"
0,1,19,ac44cc775711b9d696612eea9178e4ed,1,u_Vhd6PnkxDtRh3dj,windows_chrome,218.81.227.*,79,79,2,DFpETupaXTKhJ9K4wJB,c23bbcc1d3f0813f61a2efbd95794333,null,2439460538,728,90,2,0,5,48f2e9ba15708c0146bda5e1dd653caa,300,206,bebefa5efe83beee17a3d245e7c5085b,1458,"10057,10063,14273"
0,5,16,137cd3af7877490bddc54e3f5718af10,1,u_Vh5zPxRyONu2Dml,windows_chrome,14.29.240.*,216,216,2,3KxwTv1cQoq81m58uG,6af993481317213b9a31c68541221393,null,908089683,300,250,2,0,5,449a22cd91d9042eda3d3a1b89a22ea8,238,25,0f951a030abdaedd733ee8d114ce2944,3427,"10063,10083,10057,10110"
0,0,16,0af196c432965d1565c65ec442de0e8b,1,u_Vh1AO3553cuTgGC,windows_chrome,113.141.159.*,333,334,1,null,null,null,mm_10027070_118039_9659846,728,90,2,1,0,59f065a795a663140e36eec106464524,238,167,f4a09c06b67d0fcce088ee6e86ca052a,3476,"13678,10063,13866,10024,10006,10111"
0,4,13,f21679c6f09325620a5c5d1766038269,1,u_VhkSZep7PIuhaVR,windows_chrome,182.242.227.*,308,309,2,trqRTuFJBT27Fgc,5be19baa3b68b04fc40367dd1a8120bb,null,4846192,300,250,2,0,5,44966cc8da1ed40c95d59e863c8c75f0,300,8,361e128affece850342293213691a043,3386,null
1,6,19,f34b0e2f5296683c8c621cd5df357015,1,u_Vh2RPpSqDUF6qdR,windows_ie,125.64.224.*,276,289,2,null,1094ee84b13d866cb43c94f9b986e1f5,null,463662836,728,90,2,0,4,48f2e9ba15708c0146bda5e1dd653caa,300,104,bebefa5efe83beee17a3d245e7c5085b,1458,"10076,10063,10024,13800,10052,10006,10057,10110"
0,6,16,9992be7d7726000af2397ea4788a1e86,1,u_Vhk7Pvl4Oe29wbL,windows_ie,219.144.252.*,333,334,3,5F1RQS9rg5scFsf,d2ee285c7db9f8a4ef89bbeca1619bfa,null,News_F_Width1,1000,90,0,0,80,86c2543527c86a893d4d4f68810a0416,300,80,43f4a37f42a7c5e6219e2601b26c6976,3386,null
1,6,17,749c061278df6b0dc91ddf9993b35e3b,1,u_VhKZP6n43lp2kVR,windows_chrome,113.140.68.*,333,334,2,trqRTJCRBQ27gspy,b0b2d5e3ef4bfbdbbb26df4cfe4ddc13,null,2996520751,300,250,1,0,5,44966cc8da1ed40c95d59e863c8c75f0,300,112,361e128affece850342293213691a043,3386,10006
0,2,18,300ba14f43259fd92bcc3136543fe939,1,u_Z0pOPpquD9Mvjgc,windows_chrome,221.228.180.*,80,82,2,trqRTuxvgodYgMfyUKF0o6FyYxd8SdC,45fa7464189958bcca9b5f3114bd8cab,null,1630611766,728,90,2,0,77,59f065a795a663140e36eec106464524,249,82,f4a09c06b67d0fcce088ee6e86ca052a,3476,"10006,10052,10076,14273,10083,10075,10063,10110"
0,2,20,a743735d0d0db9e8ddfdee8fbd823e39,1,u_Z0TdZiSR3Uf4FWL,windows_chrome,113.93.73.*,216,223,2,trqRTJn7O95I1mKYUV,625d1b5916ea925332c7b326c0574cfa,null,1720123646,250,250,2,0,5,798b2d49952d77f1eace9f23c210d0b5,238,5,0f951a030abdaedd733ee8d114ce2944,3427,"10024,14273,13866,10057,10063,10111"
0,5,12,ba9d28e6fff6b31d96dbb282eed82527,1,u_Vh1C1knx32K2aCB,windows_chrome,221.237.30.*,276,277,2,trqRTuTJBqSo1m58uG,4bca7de1d6f7ff1c70b7faeb8eb5799e,null,2162102183,468,60,0,0,4,2f88fc9cf0141b5bbaf251cab07f4ce7,300,50,361e128affece850342293213691a043,3386,null
0,3,18,0f79283412275020f324c7829aed9d32,1,u_VhdzPnpyDUNctoB,windows_ie,27.187.162.*,3,9,1,trqRTvdNXqT7JsNh5SqfNX,f86f31e16c73e1c3043273b7fff7d617,null,mm_10969886_2402224_9301645,300,250,255,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,101,361e128affece850342293213691a043,3386,"13866,10006,10111"
0,6,11,b9a29cfd0359bb9d615a49c79a4233de,1,u_Vh13PydeOHl4wmR,windows_ie,58.216.242.*,80,84,3,31drTvprdN1RFt,db9c32eee9ca0f0ba4ce1cf8fccf64d3,null,Edu_F_Width1,1000,90,0,0,50,d01411218cc79bc49d2a4078c4093b76,241,55,b2e35064f3549d447edbbdfb1f707c8c,3427,"10063,10059,13403,10024,10006,10075,10083,10031,10110"
0,4,7,e8f132c46cd71093164d5453b2160ee1,1,u_Vh5_Vxs6P6B9kOz,windows_ie,60.213.30.*,146,159,3,ersbQv1RdoTy1m58uG,5157f4ef46f9991553ec20e6aca42866,null,ALLINONE_F_Width1,1000,90,0,0,70,c46090c887c257b61ab1fa11baee91d8,241,77,0f951a030abdaedd733ee8d114ce2944,3427,null
1,0,20,f841a784ba4c62eaa2eec77d40783f41,1,u_DALKL1AxtoE,windows_ie,123.12.21.*,164,178,4,7b96227419ce67b1179cd0b26094d642,2d9fcaa1c964919c9e6abe623ffd7e43,null,9223372032560777072,960,90,SecondView,Na,0,10717,294,46,null,2821,null
0,0,0,1052fbd5609da33c17bd9c0abdeb7367,1,u_ZYFK1w5D32K-gMj,windows_ie,223.240.254.*,106,107,1,DFpETuxoGQdcFNKbuKz,4c450dc0a9941cc4de970b2611ae8857,null,mm_10024662_3445902_11178345,336,280,2,1,0,f65c8bdb41e9015970bac52baa813239,238,72,9be83422522025c09a44593ecd1af8ca,3476,"10059,10006,10063,10083,10057,10110"
0,2,12,587693388c2dbfd1439c5a24b263f41a,1,u_D83Bl6EDx3h,windows_chrome,27.193.14.*,146,148,4,aa350bc26ff7e869c6bf2e5609f5735d,db386f6bfa2df3cee72f606066217fd0,null,9223372032560014528,336,280,SecondView,Na,0,10720,294,164,null,2821,"10057,10063"
0,1,10,373de06289c56e76684c88ef4b53705b,1,u_ZYMA1nNpOZc934,windows_firefox,27.17.129.*,183,184,1,trqRTuToMTNUjM9r5rMi,8c96434bb6f4a2aa274a76ad60343f9e,null,mm_17967481_3274913_10742094,950,90,0,1,0,d5cecca9a6cbd7a0a48110f1306b26d1,227,140,d29e59bf0f7f8243858b8183f14d4412,3358,"10052,14273,10083,13866,10006,10063,10076,10110"
0,3,14,650dec8fb01b1587ae832ed93704dddb,1,u_D94BPADGJ3C,windows_ie,60.178.114.*,94,96,3,79a8816bf916f6e761143c4f8a826fd,410bbede0f1d1173af88269fde95999f,null,Finance_GGCX_F_GPJJ_ZQ1,180,600,Na,Na,20,12615,294,161,null,2261,"10117,10006,10127,13403"
